rank,bracket,horse_num,sex_age,weight_constraint,jockey,odds,popularity,horse_weight,trainer,race_id,prev_rank,rest_days,weather,track,sire,bms,lineage,prev1_relative_last3f,prev2_relative_last3f,prev3_relative_last3f,prev1_passage_num,prev2_passage_num,prev3_passage_num,is_long_trip,is_stay,weight_delta,weight_ratio,sire_track_interaction
1.0,4.0,4.0,22,54.0,223,6.2,4.0,474.0,314,202408010110,1.0,90.0,2,2,89,296,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11392404822945046,176
1.0,8.0,9.0,21,57.0,59,2.6,1.0,476.0,326,202309040911,1.0,90.0,3,1,125,57,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11974789664395176,255
1.0,3.0,3.0,11,54.0,221,4.2,3.0,448.0,126,202455012109,1.0,90.0,3,0,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12053571159518502,70
1.0,2.0,2.0,25,57.0,133,1.6,1.0,464.0,99,202645010311,1.0,18.0,2,1,45,179,17,50.0,50.0,50.0,4.0,2.0,1.0,0,0,0.0,0.12284482493868912,71
1.0,4.0,5.0,17,62.0,91,7.2,3.0,428.0,202,202303020501,1.0,90.0,4,1,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.14485980969953716,71
1.0,3.0,3.0,24,56.0,153,5.3,3.0,516.0,49,202442052211,1.0,328.0,2,3,45,179,17,50.0,50.0,50.0,5.0,5.0,1.0,0,0,-1.0,0.10852712967970679,73
1.0,3.0,5.0,22,58.0,47,25.7,10.0,490.0,333,202306030109,1.0,90.0,0,0,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11836734452311543,70
1.0,5.0,10.0,21,56.0,13,5.0,2.0,464.0,318,202506010510,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.1206896525713437,72
1.0,8.0,15.0,23,58.5,116,7.6,4.0,526.0,302,202509030211,1.0,260.0,3,2,186,262,13,50.0,50.0,50.0,2.0,7.0,1.0,0,0,-0.5,0.11121672792363636,397
1.0,8.0,14.0,10,55.0,210,4.9,1.0,470.0,348,202303030409,1.0,90.0,3,2,40,25,12,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11702127410593034,61
1.0,2.0,2.0,11,55.0,119,2.5,1.0,473.0,56,202342021511,1.0,90.0,2,1,140,226,0,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11627906730911064,293
1.0,5.0,6.0,20,57.0,29,3.5,2.0,409.0,110,202547040110,1.0,236.0,3,2,165,277,0,50.0,50.0,50.0,9.0,7.0,7.0,0,0,2.0,0.13936429977104403,352
1.0,6.0,11.0,20,56.0,18,1.7,1.0,524.0,223,202305020311,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.10687022696812544,72
1.0,4.0,7.0,22,57.0,160,7.5,4.0,582.0,309,202507030207,1.0,385.0,2,2,104,244,5,50.0,50.0,50.0,6.0,8.0,7.0,0,0,0.0,0.09793814264711095,212
1.0,1.0,1.0,20,57.0,18,3.1,2.0,510.0,231,202406040511,1.0,90.0,3,2,114,291,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11176470369088817,231
1.0,2.0,2.0,11,55.0,62,5.4,3.0,504.0,46,202342011210,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.10912698196176623,72
1.0,1.0,1.0,24,60.0,90,2.1,1.0,528.0,278,202510020504,1.0,405.0,2,2,69,144,5,50.0,50.0,50.0,1.0,1.0,7.0,0,0,-1.0,0.11363636148415983,132
1.0,3.0,6.0,24,57.5,77,12.6,7.0,474.0,198,202403030411,1.0,497.0,2,2,72,290,12,50.0,50.0,50.0,1.0,7.0,7.0,0,0,-0.5,0.12130801431839633,142
1.0,6.0,12.0,13,55.0,67,3.4,2.0,514.0,335,202504030411,1.0,176.0,2,2,129,275,3,50.0,50.0,50.0,1.0,2.0,7.0,1,0,1.0,0.10700388896879594,266
1.0,7.0,7.0,13,52.0,41,10.6,5.0,491.0,157,202335110712,1.0,90.0,0,0,46,321,9,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.10590631148866983,74
1.0,8.0,9.0,20,57.0,140,1.7,1.0,480.0,316,202509010711,1.0,90.0,2,2,63,57,13,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11874999752604172,117
1.0,7.0,13.0,12,53.0,239,19.1,6.0,486.0,327,202504020307,1.0,90.0,2,2,94,15,5,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.10905349569848775,188
1.0,5.0,5.0,12,55.0,41,1.6,1.0,425.0,20,202435102711,1.0,28.0,3,1,45,179,17,50.0,50.0,50.0,5.0,2.0,2.0,0,0,-1.0,0.12941176166089974,71
1.0,5.0,10.0,23,58.0,109,10.2,5.0,490.0,233,202308010811,1.0,90.0,3,3,211,209,7,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11836734452311543,453
1.0,6.0,7.0,10,54.0,62,7.2,2.0,458.0,171,202355120306,1.0,90.0,3,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11790392755668282,72
1.0,5.0,10.0,11,55.0,49,12.8,6.0,472.0,290,202606020711,1.0,90.0,2,2,63,275,13,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11652542126005463,117
1.0,3.0,5.0,20,57.0,20,7.3,3.0,500.0,278,202408030311,1.0,69.0,3,2,175,226,14,50.0,50.0,50.0,1.0,7.0,7.0,0,0,0.0,0.11399999772000005,374
1.0,2.0,4.0,11,55.0,170,5.3,2.0,460.0,220,202606020511,1.0,90.0,2,2,96,56,12,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11956521479206056,194
1.0,7.0,9.0,7,60.0,91,92.5,10.0,478.0,312,202309010908,1.0,90.0,2,2,133,182,10,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12552300992629686,279
1.0,8.0,15.0,4,58.0,187,28.9,7.0,486.0,301,202505050710,1.0,90.0,3,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11934156133042055,72
1.0,8.0,12.0,23,58.0,108,14.5,5.0,502.0,208,202401020411,1.0,574.0,2,2,186,193,13,50.0,50.0,50.0,5.0,7.0,7.0,1,0,1.0,0.11553784630402697,397
1.0,6.0,8.0,23,57.0,35,3.9,3.0,440.0,25,202448101711,1.0,90.0,3,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12954545160123973,72
1.0,3.0,3.0,22,56.0,95,1.7,1.0,532.0,95,202455031008,1.0,90.0,2,1,137,137,12,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.10526315591610609,286
1.0,3.0,5.0,21,56.0,30,2.5,1.0,502.0,234,202506050210,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11155378263837087,72
1.0,2.0,3.0,21,56.0,120,4.5,1.0,500.0,209,202306010111,1.0,90.0,2,2,186,299,13,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11199999776000005,397
1.0,7.0,9.0,6,56.0,22,1.3,1.0,486.0,88,202355092406,1.0,90.0,2,3,151,7,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11522633507764743,315
1.0,6.0,10.0,22,57.0,182,9.3,4.0,492.0,176,202335073011,1.0,90.0,2,2,69,216,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11585365618183627,132
1.0,3.0,3.0,24,54.0,195,1.9,1.0,513.0,137,202544111111,1.0,131.0,3,1,45,179,17,50.0,50.0,50.0,9.0,2.0,7.0,0,0,0.0,0.10526315584282347,71
1.0,7.0,7.0,13,55.0,55,3.9,2.0,548.0,160,202545070911,1.0,77.0,2,2,191,219,5,50.0,50.0,50.0,1.0,1.0,7.0,0,0,-2.0,0.10036496167217224,409
1.0,5.0,9.0,21,55.0,164,10.7,4.0,500.0,189,202405020610,1.0,90.0,2,2,166,290,0,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.10999999780000005,355
1.0,8.0,11.0,10,55.0,139,6.6,3.0,466.0,84,202330101112,1.0,90.0,2,1,163,325,13,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11802574854022,345
1.0,8.0,11.0,11,53.0,156,8.1,4.0,496.0,319,202455110409,1.0,292.0,2,2,165,226,0,50.0,50.0,50.0,2.0,7.0,7.0,1,0,-2.0,0.10685483655534604,352
1.0,8.0,16.0,12,55.0,46,25.5,10.0,426.0,347,202507020411,1.0,168.0,2,2,67,181,14,50.0,50.0,50.0,3.0,6.0,7.0,0,0,1.0,0.12910797818995357,127
1.0,4.0,6.0,22,58.0,146,8.1,5.0,522.0,293,202610010411,1.0,169.0,3,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,1.0,0.11111110898254581,72
1.0,6.0,11.0,21,55.0,13,6.7,3.0,442.0,335,202406050310,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.12443438632501388,72
1.0,5.0,10.0,24,58.0,156,34.9,9.0,494.0,221,202505010610,1.0,90.0,3,2,209,102,12,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11740890450589263,450
1.0,3.0,6.0,22,57.0,129,7.7,6.0,492.0,239,202405040311,1.0,309.0,2,2,151,125,5,50.0,50.0,50.0,4.0,7.0,7.0,0,0,-1.0,0.11585365618183627,314
1.0,5.0,10.0,7,57.0,182,77.3,7.0,496.0,154,202544122909,1.0,462.0,2,3,72,217,12,50.0,50.0,50.0,1.0,4.0,1.0,0,0,0.0,0.11491935252178725,143
1.0,8.0,11.0,24,57.0,247,7.4,4.0,476.0,333,202505040104,1.0,90.0,3,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11974789664395176,72
1.0,5.0,5.0,20,56.0,62,3.2,2.0,485.0,177,202355052806,1.0,90.0,3,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11546391514507393,72
1.0,4.0,8.0,22,56.5,53,5.4,3.0,458.0,298,202507050311,1.0,189.0,2,2,151,155,5,50.0,50.0,50.0,5.0,7.0,7.0,0,0,-1.5,0.12336244272134406,314
1.0,7.0,10.0,4,56.0,164,3.4,1.0,474.0,184,202306010510,1.0,90.0,3,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11814345742313381,72
1.0,8.0,9.0,24,57.0,55,2.1,1.0,496.0,26,202445020111,1.0,90.0,2,2,175,275,14,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11491935252178725,374
1.0,8.0,16.0,22,58.0,172,3.0,1.0,464.0,328,202308030511,1.0,286.0,2,1,125,11,5,50.0,50.0,50.0,4.0,7.0,7.0,0,0,1.0,0.12499999730603455,255
1.0,1.0,1.0,21,56.0,113,1.4,1.0,486.0,273,202405010111,1.0,62.0,2,2,209,290,12,50.0,50.0,50.0,1.0,7.0,7.0,1,0,0.0,0.11522633507764743,450
1.0,3.0,4.0,21,57.0,67,2.1,1.0,482.0,361,202507010811,1.0,308.0,2,2,83,216,5,50.0,50.0,50.0,5.0,7.0,7.0,0,0,0.0,0.11825725895731828,166
1.0,8.0,10.0,24,57.0,55,37.1,7.0,502.0,26,202445040311,1.0,62.0,3,3,175,275,14,50.0,50.0,50.0,1.0,7.0,7.0,0,0,0.0,0.11354581447119892,375
1.0,7.0,7.0,12,55.0,140,3.9,2.0,488.0,316,202508030811,1.0,49.0,3,2,94,63,5,50.0,50.0,50.0,2.0,7.0,7.0,0,0,-1.0,0.11270491572325993,188
1.0,6.0,6.0,20,56.0,18,4.0,3.0,498.0,300,202305010110,1.0,90.0,2,2,17,27,15,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.1124497969387591,25
1.0,5.0,5.0,1,57.0,182,35.1,8.0,517.0,21,202343041311,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11025144854445941,72
1.0,4.0,5.0,20,56.0,183,6.4,4.0,497.0,105,202344032911,1.0,90.0,4,3,126,193,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11267605407090435,258
1.0,6.0,8.0,25,57.0,182,51.6,8.0,507.0,68,202442041611,1.0,432.0,2,2,166,107,0,50.0,50.0,50.0,1.0,7.0,7.0,0,0,1.0,0.11242603328548259,355
1.0,7.0,13.0,21,59.0,156,2.8,1.0,488.0,360,202505040911,1.0,50.0,0,0,157,275,12,50.0,50.0,50.0,8.0,1.0,7.0,1,0,2.0,0.12090163686676975,330
1.0,5.0,8.0,6,60.0,208,8.2,3.0,526.0,201,202304010704,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.1140684388960373,72
1.0,6.0,6.0,21,58.0,120,2.4,1.0,468.0,329,202504020107,1.0,90.0,2,2,209,260,12,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.12393162128351237,450
1.0,5.0,8.0,22,57.0,195,13.4,3.0,503.0,88,202344110310,1.0,156.0,2,2,61,200,5,50.0,50.0,50.0,4.0,7.0,7.0,0,0,1.0,0.11332007726997859,109
1.0,2.0,3.0,23,57.0,241,5.7,2.0,454.0,341,202508030111,1.0,294.0,3,3,186,321,13,50.0,50.0,50.0,1.0,3.0,7.0,0,0,1.0,0.12555065802751855,398
1.0,3.0,3.0,26,57.0,173,1.5,1.0,509.0,15,202535082410,1.0,40.0,2,2,169,335,12,50.0,50.0,50.0,9.0,7.0,7.0,0,0,0.0,0.11198428070757799,360
1.0,4.0,8.0,22,56.0,140,9.4,6.0,486.0,352,202507040111,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11522633507764743,72
1.0,5.0,5.0,10,55.0,113,1.8,1.0,488.0,309,202308020808,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11270491572325993,72
1.0,4.0,7.0,23,56.0,119,3.1,1.0,514.0,154,202544031311,1.0,100.0,2,3,137,159,12,50.0,50.0,50.0,1.0,1.0,7.0,0,0,0.0,0.10894941422277404,288
1.0,4.0,4.0,20,56.0,96,4.0,2.0,462.0,99,202543021401,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12121211858848228,72
1.0,5.0,5.0,22,56.0,141,12.4,7.0,502.0,207,202406040210,1.0,90.0,2,2,158,189,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11155378263837087,334
1.0,2.0,2.0,20,56.0,133,11.0,6.0,479.0,68,202643031211,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.1169102272043794,72
1.0,2.0,3.0,22,57.0,170,4.8,2.0,500.0,313,202306050411,1.0,245.0,2,2,209,230,12,50.0,50.0,50.0,2.0,4.0,7.0,1,0,0.0,0.11399999772000005,450
1.0,8.0,15.0,6,58.0,77,15.4,8.0,508.0,206,202406010311,1.0,169.0,2,2,5,109,2,50.0,50.0,50.0,5.0,2.0,7.0,0,0,3.0,0.11417322609895225,8
1.0,3.0,6.0,21,57.0,113,4.2,1.0,462.0,333,202309030410,1.0,90.0,3,3,74,46,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12337662070613375,149
1.0,2.0,3.0,21,57.5,113,7.8,4.0,500.0,272,202405040812,1.0,308.0,3,2,83,224,5,50.0,50.0,50.0,1.0,1.0,7.0,1,0,1.5,0.11499999770000005,166
1.0,8.0,12.0,21,53.0,62,4.2,3.0,540.0,48,202343011811,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.09814814633058988,72
1.0,7.0,9.0,11,54.0,119,4.9,2.0,478.0,56,202344051111,1.0,85.0,3,2,140,226,0,50.0,50.0,50.0,4.0,7.0,7.0,0,0,-1.0,0.11297070893366719,294
1.0,6.0,6.0,11,54.0,112,1.7,1.0,426.0,44,202643021301,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.1267605604046817,72
1.0,1.0,1.0,21,58.0,202,7.5,6.0,502.0,323,202303020511,1.0,90.0,3,1,31,20,0,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11553784630402697,50
1.0,1.0,2.0,21,56.0,119,18.2,8.0,486.0,49,202344022211,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11522633507764743,72
1.0,5.0,5.0,19,54.0,107,5.1,2.0,434.0,69,202330081709,1.0,90.0,2,1,163,229,13,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12442396026672903,345
1.0,4.0,4.0,19,56.0,184,2.0,1.0,500.0,149,202530102308,1.0,90.0,2,1,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11199999776000005,71
1.0,8.0,9.0,10,55.0,20,5.1,3.0,424.0,232,202504020508,1.0,90.0,2,2,106,244,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.1297169780727128,215
1.0,8.0,9.0,24,60.0,32,5.1,3.0,484.0,186,202507030501,1.0,90.0,3,2,131,327,12,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.12396693958745993,273
1.0,8.0,10.0,11,54.0,22,1.7,1.0,439.0,88,202355040906,1.0,90.0,2,3,163,238,13,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12300683091100614,347
1.0,2.0,3.0,22,57.0,108,16.7,7.0,474.0,321,202606020111,1.0,454.0,2,2,74,275,5,50.0,50.0,50.0,7.0,7.0,7.0,1,0,1.0,0.12025316201997549,148
1.0,5.0,5.0,19,56.0,113,2.3,1.0,462.0,273,202505040609,1.0,90.0,2,2,96,210,12,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.12121211858848228,194
1.0,5.0,7.0,24,57.0,68,10.8,6.0,500.0,220,202504010104,1.0,90.0,2,2,137,76,12,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11399999772000005,287
1.0,2.0,2.0,20,57.0,164,2.1,1.0,474.0,270,202306050610,1.0,90.0,2,2,107,127,13,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12025316201997549,217
1.0,6.0,7.0,22,57.0,120,5.9,2.0,498.0,300,202505030511,1.0,490.0,2,2,140,216,0,50.0,50.0,50.0,2.0,7.0,7.0,1,0,0.0,0.11445782902695123,294
1.0,3.0,4.0,13,55.0,212,9.0,4.0,438.0,365,202504010411,1.0,162.0,2,1,186,216,13,50.0,50.0,50.0,4.0,7.0,7.0,1,0,-1.0,0.12557077338879513,396
1.0,7.0,11.0,23,58.0,140,4.1,2.0,500.0,327,202508010309,1.0,90.0,2,2,140,224,0,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11599999768000005,294
1.0,6.0,6.0,14,55.0,100,1.4,1.0,462.0,20,202435070912,1.0,42.0,3,0,45,179,17,50.0,50.0,50.0,3.0,8.0,2.0,0,0,-1.0,0.11904761647083081,70
1.0,8.0,10.0,20,56.0,185,3.3,3.0,475.0,81,202355081306,1.0,49.0,2,2,45,179,17,50.0,50.0,50.0,1.0,7.0,7.0,0,0,0.0,0.11789473436011086,72
1.0,4.0,7.0,22,58.0,116,3.8,1.0,502.0,352,202310030410,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11553784630402697,72
1.0,8.0,9.0,20,56.0,36,4.1,3.0,482.0,130,202347042611,1.0,90.0,2,0,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11618257020368113,70
1.0,1.0,1.0,20,57.0,29,1.6,1.0,494.0,162,202548050511,1.0,109.0,2,2,140,226,0,50.0,50.0,50.0,1.0,7.0,7.0,0,0,1.0,0.11538461304889448,294
1.0,6.0,6.0,10,55.0,184,2.7,2.0,450.0,149,202430071107,1.0,90.0,2,1,128,160,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.1222222195061729,263
1.0,4.0,5.0,12,56.0,155,8.3,3.0,446.0,209,202305050410,1.0,90.0,3,2,112,334,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.1255605353013333,225
1.0,5.0,9.0,22,58.0,42,4.3,1.0,534.0,208,202305020210,1.0,90.0,2,2,137,119,12,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.10861423017576348,287
1.0,8.0,11.0,10,54.0,195,1.6,1.0,449.0,136,202555113005,1.0,21.0,2,2,131,239,12,50.0,50.0,50.0,2.0,5.0,8.0,0,0,0.0,0.12026725790050652,273
1.0,2.0,3.0,22,56.0,30,6.3,3.0,520.0,272,202503010111,1.0,181.0,2,2,140,238,0,50.0,50.0,50.0,1.0,7.0,7.0,1,0,0.0,0.10769230562130182,294
1.0,7.0,9.0,21,55.0,84,99.5,11.0,512.0,300,202510020311,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.10742187290191656,72
1.0,4.0,7.0,22,57.0,223,8.6,5.0,486.0,292,202307030311,1.0,90.0,3,2,122,185,6,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.117283948204034,248
1.0,2.0,2.0,22,55.0,153,8.6,4.0,503.0,174,202445050611,1.0,90.0,3,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.10934393420787408,72
1.0,6.0,6.0,20,53.0,107,4.0,2.0,484.0,129,202330070412,1.0,90.0,2,2,122,255,6,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.10950412996892293,248
1.0,1.0,1.0,21,56.0,210,5.6,4.0,486.0,288,202308030810,1.0,90.0,2,2,54,175,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11522633507764743,94
1.0,4.0,4.0,22,55.0,182,2.4,1.0,463.0,49,202542042411,1.0,90.0,3,2,100,342,14,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11879049419458977,204
1.0,6.0,11.0,13,55.0,20,16.4,5.0,494.0,287,202408050311,1.0,90.0,2,2,156,219,14,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11133603013489818,328
1.0,2.0,2.0,10,54.0,199,12.5,4.0,434.0,162,202447111911,1.0,90.0,2,2,171,219,12,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12442396026672903,365
1.0,4.0,5.0,11,54.0,67,5.5,4.0,458.0,364,202508030810,1.0,406.0,3,2,179,219,0,50.0,50.0,50.0,5.0,7.0,7.0,0,0,-1.0,0.11790392755668282,380
1.0,8.0,13.0,22,57.0,109,7.0,3.0,460.0,273,202407030911,1.0,456.0,3,1,120,104,5,50.0,50.0,50.0,2.0,7.0,7.0,0,0,0.0,0.12391304078449912,242
1.0,4.0,4.0,22,58.0,257,3.1,1.0,500.0,355,202408020810,1.0,90.0,3,2,192,321,12,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11599999768000005,412
1.0,7.0,8.0,20,57.0,120,6.6,4.0,502.0,284,202405010611,1.0,90.0,3,2,69,51,5,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11354581447119892,132
1.0,5.0,5.0,11,55.0,150,12.2,4.0,464.0,161,202330051705,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11853448020399827,72
1.0,7.0,10.0,23,58.0,77,10.2,5.0,554.0,203,202503020811,1.0,469.0,2,2,11,99,8,50.0,50.0,50.0,1.0,2.0,7.0,0,0,1.0,0.10469313890445599,17
1.0,5.0,7.0,13,55.0,257,4.7,1.0,428.0,284,202305040411,1.0,90.0,2,2,186,275,13,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.1285046698947507,397
1.0,8.0,12.0,11,54.0,95,3.7,2.0,470.0,95,202555010505,1.0,90.0,3,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11489361457673161,72
1.0,8.0,16.0,5,58.0,113,1.7,1.0,486.0,285,202505010510,1.0,90.0,2,2,209,124,12,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11934156133042055,450
1.0,1.0,1.0,4,56.0,137,4.5,3.0,469.0,92,202336032811,1.0,90.0,2,1,79,216,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11940298252872106,154
1.0,3.0,3.0,14,55.0,64,5.8,2.0,490.0,309,202510020211,1.0,90.0,2,2,120,244,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11224489566847153,243
1.0,4.0,8.0,21,57.0,113,2.7,1.0,462.0,303,202608020309,1.0,90.0,3,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12337662070613375,72
1.0,4.0,5.0,21,57.0,67,4.1,2.0,524.0,339,202508020609,1.0,90.0,3,2,69,137,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.10877862387827054,132
1.0,3.0,4.0,20,57.0,172,4.7,3.0,476.0,326,202507010511,1.0,90.0,2,2,69,63,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11974789664395176,132
1.0,1.0,1.0,23,57.0,55,4.0,3.0,537.0,26,202445080711,1.0,34.0,3,2,137,119,12,50.0,50.0,50.0,5.0,2.0,7.0,0,0,2.0,0.10614524942001398,287
1.0,3.0,3.0,20,56.0,95,1.4,1.0,504.0,136,202355043006,1.0,90.0,2,0,81,286,12,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11111110890652562,160
1.0,8.0,15.0,21,57.0,210,2.2,1.0,482.0,288,202506020310,1.0,90.0,3,1,192,305,12,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11825725895731828,411
1.0,2.0,2.0,20,56.0,221,1.3,1.0,478.0,126,202555032306,1.0,151.0,2,2,83,321,5,50.0,50.0,50.0,1.0,6.0,2.0,0,0,-1.0,0.11715480926454375,166
1.0,5.0,10.0,23,56.0,210,25.8,12.0,470.0,327,202502010511,1.0,628.0,2,2,174,290,12,50.0,50.0,50.0,1.0,7.0,7.0,1,0,-2.0,0.11914893363512907,370
1.0,7.0,9.0,20,56.0,111,2.3,1.0,495.0,35,202555020906,1.0,90.0,3,1,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11313131084583211,71
1.0,4.0,8.0,5,56.0,77,15.4,8.0,508.0,203,202505041011,1.0,524.0,2,3,104,29,5,50.0,50.0,50.0,3.0,7.0,7.0,0,0,0.0,0.11023621830243666,213
1.0,6.0,11.0,22,58.0,217,5.2,2.0,446.0,339,202509040810,1.0,90.0,2,2,209,275,12,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.13004484013352377,450
1.0,6.0,10.0,22,60.0,91,8.9,4.0,492.0,333,202304040504,1.0,90.0,4,3,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.12195121703351186,73
1.0,2.0,2.0,23,57.0,55,1.4,1.0,521.0,49,202443112711,1.0,77.0,2,1,47,305,0,50.0,50.0,50.0,2.0,1.0,7.0,0,0,0.0,0.10940498830316722,79
1.0,8.0,16.0,24,56.0,217,18.4,8.0,464.0,276,202309010811,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.1206896525713437,72
