rank,bracket,horse_num,sex_age,weight_constraint,jockey,odds,popularity,horse_weight,trainer,race_id,prev_rank,rest_days,weather,track,sire,bms,lineage,prev1_relative_last3f,prev2_relative_last3f,prev3_relative_last3f,prev1_passage_num,prev2_passage_num,prev3_passage_num,is_long_trip,is_stay,weight_delta,weight_ratio,sire_track_interaction
1.0,5.0,5.0,9,56.0,86,16.2,5.0,515.0,36,202355022609,1.0,90.0,2,3,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.10873786196625511,73
1.0,8.0,9.0,20,55.5,109,3.6,2.0,523.0,275,202555090411,1.0,21.0,3,2,162,328,12,50.0,50.0,50.0,5.0,4.0,7.0,1,0,-0.5,0.10611854481608901,343
1.0,2.0,3.0,5,58.0,20,6.7,4.0,480.0,273,202406020809,1.0,90.0,2,2,152,235,3,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.12083333081597228,318
1.0,7.0,14.0,13,54.0,223,3.7,1.0,524.0,303,202404040511,1.0,90.0,4,1,69,299,5,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.10305343314783524,131
1.0,6.0,6.0,11,54.0,79,16.5,6.0,470.0,160,202444042511,1.0,90.0,2,3,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11489361457673161,73
1.0,7.0,14.0,21,57.0,191,1.8,1.0,594.0,309,202307010510,1.0,90.0,3,3,120,161,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.09595959434411458,244
1.0,6.0,6.0,12,55.0,173,1.9,1.0,446.0,79,202547030409,1.0,90.0,4,0,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12331838288523805,70
1.0,8.0,16.0,22,57.0,120,7.2,4.0,470.0,284,202405040511,1.0,133.0,3,2,214,219,5,50.0,50.0,50.0,4.0,7.0,7.0,1,0,-1.0,0.12127659316432782,458
1.0,8.0,11.0,10,55.0,107,3.1,2.0,452.0,127,202530110510,1.0,90.0,2,1,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12168141323713688,71
1.0,4.0,4.0,22,58.0,120,2.6,2.0,498.0,284,202405010810,1.0,90.0,2,2,125,82,5,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11646586111514336,256
1.0,4.0,8.0,11,54.0,120,10.9,5.0,468.0,223,202406050811,1.0,360.0,2,2,114,291,5,50.0,50.0,50.0,3.0,7.0,7.0,0,0,-1.0,0.11538461291913221,231
1.0,2.0,2.0,22,56.0,153,1.3,1.0,496.0,77,202442102311,1.0,56.0,3,2,105,308,17,50.0,50.0,50.0,1.0,7.0,7.0,0,0,0.0,0.11290322353017695,214
1.0,5.0,10.0,11,55.0,2,14.7,7.0,470.0,284,202505020211,1.0,90.0,2,2,164,230,5,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11702127410593034,349
1.0,8.0,15.0,21,58.0,53,6.0,3.0,468.0,288,202407030910,1.0,90.0,3,1,171,321,12,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12393162128351237,364
1.0,3.0,3.0,21,53.0,174,16.4,5.0,527.0,56,202445090610,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.10056925805371428,72
1.0,6.0,12.0,20,55.0,154,8.0,4.0,498.0,311,202509050210,1.0,217.0,2,2,114,141,5,50.0,50.0,50.0,2.0,7.0,7.0,0,0,-2.0,0.11044176485056698,231
1.0,8.0,11.0,22,56.0,217,3.0,2.0,544.0,319,202655021210,1.0,32.0,2,1,69,216,5,50.0,50.0,50.0,1.0,5.0,7.0,1,0,-1.0,0.10294117457828723,131
1.0,8.0,13.0,5,58.0,16,2.2,1.0,508.0,220,202305050210,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11417322609895225,72
1.0,4.0,8.0,11,55.0,109,60.5,15.0,420.0,289,202508021111,1.0,90.0,3,2,160,290,12,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.1309523778344672,340
1.0,2.0,2.0,11,55.0,223,39.3,9.0,446.0,360,202509010211,1.0,90.0,0,2,64,308,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12331838288523805,121
1.0,2.0,2.0,10,55.0,92,4.0,3.0,468.0,55,202430092607,1.0,90.0,3,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11752136501022725,72
1.0,4.0,4.0,26,56.0,70,1.7,1.0,508.0,164,202448051712,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11023621830243666,72
1.0,8.0,11.0,21,60.0,200,6.5,4.0,474.0,218,202308030308,1.0,112.0,2,1,70,64,5,50.0,50.0,50.0,3.0,7.0,7.0,1,0,0.0,0.12658227581050052,135
1.0,7.0,9.0,14,56.0,211,3.7,1.0,430.0,326,202310030311,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.1302325551108708,72
1.0,2.0,2.0,20,57.0,67,3.8,1.0,464.0,220,202505010611,1.0,120.0,3,2,137,275,12,50.0,50.0,50.0,2.0,7.0,7.0,0,0,1.0,0.12284482493868912,287
1.0,8.0,8.0,25,56.0,106,17.1,6.0,527.0,156,202636031511,1.0,558.0,2,2,110,235,13,50.0,50.0,50.0,2.0,7.0,7.0,0,0,0.0,0.10626185756618867,223
1.0,7.0,11.0,24,57.0,118,2.7,1.0,526.0,78,202542122311,1.0,222.0,2,2,47,192,0,50.0,50.0,50.0,4.0,2.0,7.0,0,0,0.0,0.10836501695123542,80
1.0,6.0,12.0,20,56.0,140,1.6,1.0,494.0,351,202504040111,1.0,90.0,3,2,96,230,12,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11336032159189632,194
1.0,7.0,13.0,13,52.0,141,21.4,8.0,444.0,188,202306040912,1.0,90.0,3,2,111,295,12,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11711711447934428,224
1.0,6.0,6.0,14,54.0,185,5.0,2.0,479.0,76,202355011209,1.0,90.0,3,1,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11273486194708013,71
1.0,5.0,5.0,11,55.0,118,1.6,1.0,432.0,65,202442011109,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.1273148118677127,72
1.0,6.0,11.0,12,55.0,245,6.7,2.0,466.0,350,202501010611,1.0,190.0,3,2,160,230,12,50.0,50.0,50.0,2.0,7.0,7.0,1,0,1.0,0.11802574854022,340
1.0,7.0,13.0,22,57.0,172,2.8,1.0,464.0,328,202310010811,1.0,90.0,2,2,125,11,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12284482493868912,256
1.0,8.0,17.0,22,55.0,155,21.9,10.0,528.0,206,202608010910,1.0,90.0,2,2,67,219,14,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.10416666469381318,127
1.0,5.0,7.0,21,57.0,40,13.6,7.0,508.0,293,202501010711,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11220472220069445,72
1.0,8.0,16.0,12,54.0,223,20.2,9.0,430.0,288,202509010611,1.0,498.0,4,3,160,317,12,50.0,50.0,50.0,5.0,7.0,7.0,0,0,-1.0,0.1255813924283397,341
1.0,1.0,2.0,20,56.0,13,2.6,1.0,488.0,335,202406050611,1.0,490.0,2,2,164,216,5,50.0,50.0,50.0,1.0,7.0,7.0,1,0,1.0,0.11475409600913739,349
1.0,2.0,2.0,24,57.0,116,32.0,9.0,510.0,224,202307010411,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11176470369088817,72
1.0,3.0,3.0,10,54.0,173,1.5,1.0,440.0,147,202347081810,1.0,90.0,3,2,181,280,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.1227272699380166,385
1.0,7.0,7.0,19,55.0,150,1.2,1.0,472.0,161,202430072408,1.0,21.0,3,2,83,321,5,50.0,50.0,50.0,2.0,7.0,7.0,0,0,0.0,0.11652542126005463,166
1.0,8.0,16.0,22,55.0,155,19.5,7.0,476.0,181,202405020110,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11554621605995345,72
1.0,4.0,4.0,23,57.0,46,22.5,8.0,468.0,333,202408050211,1.0,90.0,2,2,125,140,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12179486919241733,256
1.0,3.0,3.0,26,56.0,95,10.4,6.0,518.0,136,202355102909,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.10810810602107904,72
1.0,7.0,10.0,22,53.0,121,16.9,9.0,522.0,78,202343050512,1.0,90.0,2,2,135,267,13,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.10153256510474014,282
1.0,8.0,13.0,5,57.0,30,8.9,6.0,482.0,198,202306050611,1.0,90.0,2,2,219,84,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11825725895731828,467
1.0,1.0,1.0,11,55.0,254,1.6,1.0,497.0,228,202545061811,1.0,90.0,2,2,141,321,13,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11066398167678106,297
1.0,3.0,4.0,23,58.5,223,7.7,5.0,510.0,360,202409010411,1.0,90.0,2,2,153,275,4,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11470588010380628,321
1.0,1.0,1.0,12,56.0,16,1.7,1.0,456.0,355,202409020511,1.0,202.0,3,2,196,275,12,50.0,50.0,50.0,2.0,7.0,7.0,0,0,2.0,0.12280701485072336,424
1.0,2.0,2.0,21,57.0,67,8.0,5.0,496.0,276,202509030611,1.0,245.0,2,2,209,230,12,50.0,50.0,50.0,1.0,7.0,7.0,0,0,1.0,0.11491935252178725,450
1.0,1.0,1.0,24,61.0,165,3.9,2.0,490.0,196,202405050108,1.0,49.0,0,1,208,321,12,50.0,50.0,50.0,1.0,4.0,1.0,0,0,1.0,0.12448979337775933,446
1.0,4.0,4.0,13,55.0,140,2.8,1.0,477.0,330,202344110309,1.0,69.0,2,2,137,221,12,50.0,50.0,50.0,2.0,7.0,7.0,1,0,1.0,0.1153039808112373,287
1.0,2.0,3.0,12,54.0,120,4.1,1.0,470.0,200,202303020610,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11489361457673161,72
1.0,8.0,8.0,6,57.0,207,1.8,1.0,508.0,40,202330072012,1.0,90.0,3,1,156,166,14,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11220472220069445,327
1.0,6.0,6.0,20,56.0,173,1.2,1.0,493.0,147,202447040410,1.0,90.0,2,1,202,76,12,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11359026138762147,434
1.0,7.0,15.0,21,57.0,64,13.1,5.0,482.0,323,202310030411,1.0,49.0,2,2,10,87,14,50.0,50.0,50.0,4.0,1.0,7.0,0,0,2.0,0.11825725895731828,16
1.0,7.0,14.0,22,57.0,113,1.6,1.0,478.0,273,202309050610,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11924685942998203,72
1.0,8.0,15.0,22,58.0,245,7.1,3.0,532.0,316,202509050711,1.0,454.0,2,2,137,111,12,50.0,50.0,50.0,2.0,3.0,1.0,0,0,0.0,0.10902255434168132,287
1.0,5.0,5.0,22,60.0,244,2.0,1.0,478.0,363,202508020708,1.0,84.0,3,0,70,270,5,50.0,50.0,50.0,7.0,2.0,7.0,0,0,-1.0,0.12552300992629686,134
1.0,7.0,9.0,19,55.0,199,1.7,1.0,429.0,162,202348103111,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12820512521666375,72
1.0,4.0,5.0,21,56.0,47,5.5,2.0,524.0,231,202505010111,1.0,441.0,3,2,186,191,13,50.0,50.0,50.0,5.0,7.0,7.0,0,0,0.0,0.10687022696812544,397
1.0,6.0,11.0,21,57.0,18,2.5,1.0,508.0,328,202506040611,1.0,286.0,0,3,45,179,17,50.0,50.0,50.0,2.0,7.0,7.0,1,0,0.0,0.11220472220069445,73
1.0,6.0,11.0,13,56.0,253,9.5,3.0,498.0,366,202408060411,1.0,90.0,3,2,72,219,12,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.1124497969387591,142
1.0,6.0,6.0,21,56.0,184,2.4,2.0,480.0,149,202330110912,1.0,182.0,2,1,214,304,5,50.0,50.0,50.0,1.0,7.0,7.0,0,0,-2.0,0.11666666423611116,457
1.0,8.0,15.0,22,57.0,82,3.4,1.0,524.0,307,202410010411,1.0,90.0,3,3,97,194,3,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.10877862387827054,198
1.0,7.0,8.0,24,56.0,98,13.1,5.0,454.0,136,202455120806,1.0,90.0,2,2,207,286,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12334801490422875,444
1.0,2.0,3.0,13,56.0,13,7.1,3.0,504.0,286,202305050710,1.0,90.0,2,2,151,64,5,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11111110890652562,314
1.0,5.0,6.0,13,56.0,157,8.4,3.0,458.0,246,202610010911,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.1222707396884118,72
1.0,2.0,2.0,10,54.0,173,1.5,1.0,446.0,136,202555110904,1.0,27.0,3,0,131,239,12,50.0,50.0,50.0,5.0,8.0,7.0,0,0,0.0,0.12107623046914281,271
1.0,5.0,8.0,21,55.0,113,1.6,1.0,485.0,310,202335081510,1.0,90.0,3,3,188,216,14,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11340205951748332,403
1.0,1.0,1.0,20,57.0,120,2.2,1.0,542.0,242,202404020407,1.0,90.0,2,2,140,257,0,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.10516604972018359,294
1.0,3.0,5.0,21,57.0,19,3.1,1.0,506.0,242,202305021210,1.0,90.0,2,2,152,216,3,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11264821911762414,318
1.0,2.0,3.0,12,53.0,202,10.0,5.0,428.0,255,202306040811,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12383177280766887,72
1.0,8.0,16.0,21,57.0,201,4.3,1.0,476.0,328,202309020210,1.0,90.0,4,3,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11974789664395176,73
1.0,4.0,4.0,12,54.0,255,9.3,5.0,449.0,265,202345121411,1.0,33.0,2,1,140,260,0,50.0,50.0,50.0,1.0,7.0,7.0,1,0,-2.0,0.12026725790050652,293
1.0,7.0,9.0,12,56.0,245,3.9,3.0,470.0,363,202507020511,1.0,90.0,2,1,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11914893363512907,71
1.0,6.0,6.0,23,55.0,153,1.4,1.0,518.0,49,202342021611,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.10617760412784548,72
1.0,7.0,11.0,20,56.0,18,3.5,1.0,502.0,201,202405040211,1.0,203.0,3,2,69,168,5,50.0,50.0,50.0,1.0,7.0,7.0,0,0,-1.0,0.11155378263837087,132
1.0,1.0,1.0,22,58.0,108,4.4,2.0,508.0,219,202506030510,1.0,90.0,2,2,187,305,12,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11417322609895225,399
1.0,7.0,9.0,24,60.0,115,14.5,6.0,512.0,361,202310020305,1.0,90.0,0,1,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11718749771118168,71
1.0,8.0,14.0,20,56.0,30,2.4,1.0,508.0,227,202506050712,1.0,90.0,3,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11023621830243666,72
1.0,1.0,1.0,22,60.0,188,6.1,4.0,522.0,210,202410010305,1.0,90.0,4,1,164,64,5,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11494252653366809,348
1.0,8.0,11.0,22,56.0,55,2.5,2.0,532.0,120,202347042711,1.0,90.0,2,1,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.10526315591610609,71
1.0,5.0,10.0,11,54.0,18,2.9,1.0,460.0,230,202406040912,1.0,90.0,3,2,49,257,12,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11739130179584127,85
1.0,2.0,2.0,5,57.0,26,10.3,6.0,504.0,360,202503020511,1.0,90.0,3,2,103,335,5,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.113095235851285,209
1.0,5.0,7.0,20,56.0,113,1.7,1.0,474.0,273,202305050811,1.0,90.0,3,2,209,290,12,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11814345742313381,450
1.0,3.0,3.0,20,57.0,45,1.6,1.0,463.0,10,202647030510,1.0,65.0,2,2,71,267,7,50.0,50.0,50.0,5.0,2.0,7.0,0,0,1.0,0.12311014852893848,139
1.0,7.0,8.0,20,57.0,113,10.7,5.0,456.0,284,202508020511,1.0,90.0,3,1,96,210,12,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12499999725877199,193
1.0,7.0,13.0,12,55.0,202,7.5,4.0,496.0,316,202304020111,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11088709453856664,72
1.0,3.0,3.0,24,60.0,249,14.2,6.0,464.0,336,202610011105,1.0,90.0,2,1,104,216,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.1293103420407254,211
1.0,3.0,3.0,20,54.0,107,3.8,2.0,476.0,129,202430060612,1.0,49.0,2,2,122,276,6,50.0,50.0,50.0,1.0,2.0,1.0,0,0,-3.0,0.1134453757679543,248
1.0,1.0,1.0,6,57.0,18,5.5,3.0,488.0,203,202506020610,1.0,357.0,4,3,125,216,5,50.0,50.0,50.0,3.0,7.0,7.0,0,0,0.0,0.11680327629501483,257
1.0,6.0,12.0,21,58.0,169,4.4,2.0,538.0,292,202308010412,1.0,90.0,3,3,154,257,12,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.10780668944597233,323
1.0,3.0,4.0,23,60.0,25,1.6,1.0,486.0,334,202403020101,1.0,90.0,2,2,174,235,12,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.12345678758319367,370
1.0,8.0,16.0,22,56.0,119,3.1,2.0,513.0,154,202444120311,1.0,26.0,2,2,137,159,12,50.0,50.0,50.0,1.0,7.0,7.0,0,0,0.0,0.10916179124440953,287
1.0,5.0,6.0,12,56.0,57,3.6,1.0,448.0,358,202507050111,1.0,90.0,2,2,152,235,3,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.1249999972098215,318
1.0,1.0,1.0,8,60.0,188,2.6,1.0,476.0,264,202504010701,1.0,727.0,3,2,72,275,12,50.0,50.0,50.0,1.0,7.0,7.0,0,0,2.0,0.12605041751994922,142
1.0,1.0,2.0,21,58.0,217,2.7,1.0,488.0,329,202407030511,1.0,90.0,2,2,196,298,12,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11885245658089229,424
1.0,4.0,4.0,20,56.0,195,2.1,1.0,479.0,160,202543120911,1.0,90.0,2,2,4,167,8,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.1169102272043794,7
1.0,8.0,11.0,10,55.0,234,13.2,5.0,440.0,93,202430080812,1.0,90.0,2,2,67,238,14,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12499999715909098,127
1.0,7.0,9.0,22,56.0,237,2.2,1.0,503.0,95,202555071905,1.0,34.0,3,3,159,290,12,50.0,50.0,50.0,2.0,1.0,7.0,0,0,0.0,0.11133200573892633,338
1.0,3.0,4.0,12,54.0,223,11.1,5.0,484.0,334,202509040511,1.0,90.0,2,2,175,226,14,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11157024562871394,374
1.0,5.0,8.0,11,55.0,156,4.0,2.0,484.0,193,202405020211,1.0,90.0,3,2,114,116,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11363636128850493,231
1.0,8.0,16.0,21,57.0,113,5.9,3.0,488.0,332,202307010410,1.0,90.0,2,2,70,124,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11680327629501483,136
1.0,8.0,10.0,23,61.0,90,3.5,2.0,536.0,278,202408040201,1.0,364.0,3,2,69,144,5,50.0,50.0,50.0,1.0,7.0,7.0,0,0,2.0,0.11380596802600806,132
1.0,4.0,7.0,12,56.0,210,3.1,1.0,490.0,299,202509020612,1.0,90.0,4,1,69,194,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11428571195335283,131
1.0,3.0,3.0,0,56.0,182,60.6,7.0,518.0,68,202443011811,1.0,380.0,2,2,45,179,17,50.0,50.0,50.0,5.0,7.0,7.0,0,0,-2.0,0.10810810602107904,72
1.0,8.0,9.0,22,57.0,55,7.4,2.0,504.0,129,202530110512,1.0,364.0,2,1,122,255,6,50.0,50.0,50.0,3.0,2.0,5.0,0,0,0.0,0.113095235851285,247
1.0,7.0,14.0,14,54.0,1,4.4,1.0,482.0,203,202504020207,1.0,168.0,2,2,209,134,12,50.0,50.0,50.0,1.0,7.0,7.0,0,0,-2.0,0.1120331926964068,450
1.0,1.0,2.0,22,56.0,108,9.2,4.0,494.0,229,202408060811,1.0,420.0,3,2,207,226,5,50.0,50.0,50.0,2.0,7.0,7.0,1,0,-2.0,0.11336032159189632,444
1.0,8.0,17.0,22,53.0,122,3.4,1.0,498.0,358,202504040411,1.0,90.0,4,1,158,290,17,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.10642570067418272,333
1.0,7.0,7.0,20,56.0,195,1.8,1.0,478.0,49,202342011111,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11715480926454375,72
1.0,7.0,13.0,11,55.0,217,4.4,2.0,496.0,318,202609010411,1.0,90.0,2,2,56,8,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11088709453856664,98
1.0,6.0,10.0,22,58.0,18,2.5,1.0,490.0,220,202308010211,1.0,90.0,2,2,21,150,3,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11836734452311543,34
1.0,3.0,3.0,24,56.0,99,2.6,2.0,503.0,112,202536042710,1.0,90.0,2,2,110,250,13,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11133200573892633,223
1.0,8.0,13.0,20,57.0,186,5.5,2.0,482.0,260,202506030511,1.0,90.0,2,2,174,275,12,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11825725895731828,370
1.0,5.0,7.0,11,55.0,186,4.3,3.0,480.0,221,202405050310,1.0,90.0,2,2,63,286,13,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11458333094618062,117
1.0,2.0,3.0,21,58.0,120,2.0,1.0,546.0,347,202304020310,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.10622710428155487,72
1.0,3.0,3.0,20,56.0,109,1.8,1.0,496.0,284,202309010509,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11290322353017695,72
1.0,8.0,16.0,23,58.5,116,9.3,5.0,500.0,245,202309030211,1.0,90.0,2,2,25,114,14,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11699999766000005,43
1.0,6.0,10.0,21,57.0,229,9.6,3.0,474.0,350,202503030411,1.0,99.0,2,2,204,216,15,50.0,50.0,50.0,2.0,7.0,7.0,1,0,-1.0,0.12025316201997549,440
1.0,7.0,9.0,21,56.0,167,5.7,4.0,526.0,340,202509010811,1.0,393.0,2,2,197,321,12,50.0,50.0,50.0,2.0,7.0,7.0,0,0,-1.0,0.10646387630296814,427
1.0,7.0,8.0,20,57.0,61,5.4,3.0,468.0,284,202508021211,1.0,90.0,2,2,70,99,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12179486919241733,136
1.0,3.0,4.0,22,58.0,160,4.6,1.0,480.0,307,202408050310,1.0,90.0,2,2,125,149,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12083333081597228,256
1.0,1.0,1.0,21,56.5,113,2.1,1.0,502.0,300,202309030411,1.0,106.0,3,3,100,217,14,50.0,50.0,50.0,5.0,7.0,7.0,0,0,-0.5,0.11254979855478489,205
1.0,5.0,7.0,21,56.0,122,1.9,1.0,524.0,221,202408020409,1.0,90.0,3,2,69,217,5,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.10687022696812544,132
1.0,3.0,5.0,22,58.0,155,5.1,2.0,508.0,272,202509020411,1.0,371.0,2,2,209,291,12,50.0,50.0,50.0,5.0,5.0,7.0,0,0,0.0,0.11417322609895225,450
1.0,2.0,4.0,20,55.0,67,1.4,1.0,516.0,316,202504030311,1.0,90.0,2,2,165,260,0,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.1065891452211406,352
1.0,3.0,3.0,22,57.0,160,9.4,5.0,482.0,319,202408030111,1.0,440.0,3,2,209,248,12,50.0,50.0,50.0,2.0,7.0,7.0,0,0,-1.0,0.11825725895731828,450
1.0,3.0,5.0,12,54.0,114,6.7,3.0,464.0,281,202309050511,1.0,90.0,3,1,140,260,0,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11637930783665286,293
1.0,6.0,10.0,21,56.0,113,2.8,2.0,496.0,265,202307010211,1.0,90.0,2,2,54,216,5,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11290322353017695,94
1.0,6.0,8.0,11,54.0,102,1.5,1.0,504.0,72,202348022810,1.0,14.0,2,2,45,179,17,50.0,50.0,50.0,3.0,7.0,7.0,0,0,0.0,0.10714285501700685,72
1.0,8.0,12.0,10,55.0,245,5.0,3.0,463.0,361,202550112711,1.0,90.0,3,1,140,216,0,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11879049419458977,293
1.0,8.0,16.0,21,56.0,120,4.6,2.0,492.0,321,202306050210,1.0,90.0,2,2,140,305,0,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.1138211358979444,294
1.0,8.0,15.0,13,56.0,120,2.9,1.0,480.0,303,202408030412,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11666666423611116,72
1.0,8.0,11.0,20,57.0,199,1.0,1.0,503.0,162,202648022611,1.0,42.0,2,3,45,179,17,50.0,50.0,50.0,2.0,3.0,7.0,0,0,0.0,0.11332007726997859,73
1.0,1.0,2.0,5,58.0,167,7.1,3.0,498.0,206,202302010411,1.0,90.0,2,2,5,109,2,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11646586111514336,8
1.0,5.0,6.0,11,53.0,245,5.0,2.0,458.0,193,202506040210,1.0,90.0,2,2,48,213,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11572052149081831,83
1.0,2.0,2.0,22,57.0,191,2.5,2.0,514.0,309,202355020909,1.0,90.0,3,1,137,304,12,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11089493947675215,286
